"","IncidentMonth","IncidentWeekOfMonth","IncidentDayOfWeek","Make","IncidentAddressType","DeclarationDayOfWeek","DeclarationMonth","DeclarationWeekOfMonth","DriverGender","DriverMaritalStatus","DriverAge","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound","PolicyNumber","RepairerDetailID","Deductible","DriverRating","DaysPolicyAccident","DaysPolicyClaim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChangeClaim","NumberOfCars","IncidentYear","BasePolicy"
"9786","Feb",3,"Thursday","Toyota","Urban","Friday","Mar",1,"Male","Married",41,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,1925,4,400,3,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9787","Nov",3,"Thursday","Pontiac","Urban","Friday","Nov",3,"Male","Married",72,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,7695,2,400,1,"more than 30","more than 30","more than 4","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"9788","Apr",1,"Tuesday","Mazda","Urban","Friday","Apr",4,"Male","Single",29,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,15246,3,400,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1996,"All Perils"
"9789","Feb",2,"Wednesday","Honda","Urban","Thursday","Feb",2,"Female","Married",22,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,7068,1,400,4,"more than 30","more than 30","none","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9790","Jan",4,"Tuesday","Toyota","Urban","Wednesday","Jan",4,"Female","Single",29,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,5667,12,400,4,"more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"9791","Mar",2,"Wednesday","Honda","Urban","Wednesday","Mar",3,"Male","Married",52,"Third Party","Sedan - Liability","Sport","more than 69000",0,2193,9,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"9792","Jan",2,"Sunday","Pontiac","Urban","Thursday","May",4,"Male","Married",32,"Policy Holder","Utility - All Perils","Utility","40000 to 59000",0,3058,8,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","Yes","External","none","no change","1 vehicle",1994,"All Perils"
"9793","Mar",5,"Tuesday","VW","Urban","Tuesday","Apr",1,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","more than 69000",0,234,5,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"9794","May",1,"Thursday","Honda","Urban","Monday","May",2,"Male","Married",52,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,12607,16,400,1,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"9795","Oct",4,"Tuesday","Toyota","Urban","Wednesday","Oct",4,"Male","Married",33,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,5149,10,400,2,"more than 30","more than 30","more than 4","5 years","31 to 35","Yes","No","External","none","no change","1 vehicle",1994,"Liability"
"9796","Jul",3,"Saturday","Mazda","Urban","Monday","Aug",1,"Male","Married",27,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,6308,9,400,1,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"9797","Jan",2,"Wednesday","Mazda","Urban","Thursday","Jan",2,"Male","Married",42,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,6996,3,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1995,"All Perils"
"9798","May",3,"Saturday","Toyota","Rural","Wednesday","May",3,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,6243,7,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9799","Aug",1,"Monday","Pontiac","Urban","Wednesday","Aug",1,"Male","Married",74,"Policy Holder","Utility - All Perils","Utility","40000 to 59000",0,12965,5,400,4,"more than 30","more than 30","none","more than 7","over 65","No","No","External","3 to 5","no change","1 vehicle",1996,"All Perils"
"9800","Sep",2,"Saturday","VW","Urban","Friday","Sep",3,"Male","Married",75,"Policy Holder","Sedan - Liability","Sport","40000 to 59000",0,14492,5,400,3,"more than 30","more than 30","more than 4","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle",1996,"Liability"
"9801","May",3,"Thursday","Accura","Urban","Friday","May",3,"Male","Single",30,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,10456,15,500,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","2 to 3 years","3 to 4",1995,"All Perils"
"9802","Apr",4,"Sunday","Toyota","Urban","Monday","Apr",4,"Female","Single",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,12577,10,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Liability"
"9803","Jul",1,"Monday","Chevrolet","Rural","Thursday","Jul",2,"Female","Single",46,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,7763,3,400,1,"more than 30","more than 30","none","6 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1995,"All Perils"
"9804","Jul",3,"Monday","Honda","Urban","Wednesday","Jul",3,"Male","Married",74,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,14409,12,400,1,"more than 30","more than 30","none","5 years","over 65","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9805","May",3,"Thursday","Toyota","Urban","Thursday","May",3,"Male","Married",26,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,3211,16,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"9806","Apr",3,"Saturday","Pontiac","Urban","Tuesday","Apr",3,"Male","Single",42,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,2912,3,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","3 to 4",1994,"Liability"
"9807","Dec",1,"Monday","Honda","Urban","Wednesday","Dec",5,"Male","Single",28,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,10219,3,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9808","Jan",5,"Tuesday","Chevrolet","Urban","Friday","Mar",2,"Male","Married",49,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,545,9,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"9809","Apr",2,"Thursday","Mazda","Urban","Monday","Apr",4,"Male","Married",39,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,9368,1,400,4,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9810","Sep",1,"Sunday","Mazda","Urban","Monday","Sep",1,"Male","Married",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,6209,10,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"9811","Dec",3,"Tuesday","Chevrolet","Urban","Wednesday","Dec",3,"Male","Married",47,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,4855,2,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"9812","Jun",3,"Tuesday","Chevrolet","Urban","Tuesday","Jul",1,"Male","Married",51,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,5623,10,400,3,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"9813","Aug",5,"Monday","Pontiac","Urban","Friday","Sep",1,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1116,16,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9814","Jul",2,"Monday","Pontiac","Urban","Monday","Jul",2,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","less than 20000",0,7150,9,400,2,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9815","Oct",5,"Saturday","Pontiac","Urban","Wednesday","Nov",1,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,653,2,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9816","Sep",3,"Thursday","Toyota","Rural","Monday","Sep",3,"Male","Single",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,8279,9,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"Collision"
"9817","Feb",2,"Saturday","Honda","Urban","Monday","Feb",3,"Male","Married",49,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,15303,14,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1996,"Liability"
"9818","Nov",3,"Wednesday","Toyota","Urban","Friday","Nov",3,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,4716,7,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","3 to 4",1994,"All Perils"
"9819","Jun",1,"Sunday","Honda","Urban","Monday","Jun",1,"Male","Single",52,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,10814,4,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9820","May",5,"Saturday","Accura","Urban","Thursday","Jun",1,"Male","Married",53,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,14581,10,400,1,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9821","Nov",5,"Wednesday","Toyota","Rural","Wednesday","Nov",5,"Male","Married",60,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,11152,13,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","4 to 8 years","2 vehicles",1995,"Collision"
"9822","Sep",4,"Thursday","Honda","Urban","Tuesday","Oct",1,"Female","Married",45,"Third Party","Sport - Collision","Sport","more than 69000",0,14513,15,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1996,"Collision"
"9823","Mar",2,"Friday","Toyota","Urban","Monday","Mar",2,"Male","Married",57,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,7332,13,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9824","Sep",2,"Wednesday","Honda","Urban","Monday","Sep",3,"Female","Divorced",46,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,3076,9,400,4,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","3 to 4",1994,"Liability"
"9825","Sep",5,"Wednesday","BMW","Urban","Monday","Oct",1,"Male","Married",45,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,12210,11,400,3,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","Internal","none","no change","1 vehicle",1996,"Liability"
"9826","Jan",2,"Thursday","Honda","Urban","Wednesday","Jan",3,"Male","Single",30,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,4991,6,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"9827","Mar",2,"Friday","Mazda","Urban","Monday","Mar",3,"Male","Married",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,4669,8,400,3,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"9828","Sep",4,"Monday","Honda","Urban","Monday","Sep",4,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,13420,7,400,3,"more than 30","more than 30","more than 4","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1996,"All Perils"
"9829","Apr",4,"Tuesday","Honda","Urban","Wednesday","Apr",4,"Male","Married",47,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,14932,9,400,3,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","4 to 8 years","2 vehicles",1996,"All Perils"
"9830","Jul",1,"Thursday","Mazda","Urban","Monday","Jul",2,"Male","Married",29,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,6876,6,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"All Perils"
"9831","Nov",2,"Monday","Toyota","Rural","Wednesday","Nov",4,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,13691,14,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1996,"Collision"
"9832","Jan",4,"Saturday","Honda","Urban","Monday","Jan",4,"Female","Single",27,"Third Party","Sedan - All Perils","Sedan","more than 69000",0,779,8,400,4,"more than 30","more than 30","more than 4","new","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9833","Apr",4,"Saturday","Honda","Urban","Monday","Apr",4,"Male","Married",58,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,7262,4,400,4,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"9834","Nov",1,"Thursday","Pontiac","Rural","Thursday","Nov",1,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,8921,4,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9835","Feb",3,"Tuesday","Toyota","Urban","Tuesday","Mar",3,"Male","Married",32,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,12384,14,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9836","Aug",3,"Monday","Toyota","Urban","Wednesday","Aug",3,"Male","Married",70,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,9311,3,400,1,"more than 30","more than 30","none","more than 7","over 65","No","No","External","3 to 5","no change","1 vehicle",1995,"All Perils"
"9837","Aug",4,"Sunday","Chevrolet","Rural","Monday","Aug",4,"Male","Married",49,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,9089,13,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"9838","May",3,"Saturday","Pontiac","Urban","Monday","May",3,"Male","Married",30,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,362,1,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"9839","Aug",2,"Wednesday","Mazda","Rural","Wednesday","Mar",1,"Male","Single",27,"Policy Holder","Sport - Collision","Sport","more than 69000",0,2985,3,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9840","Oct",1,"Wednesday","Toyota","Urban","Monday","Oct",2,"Male","Single",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,11772,11,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1996,"Liability"
"9841","Dec",4,"Friday","Saab","Rural","Monday","Dec",4,"Male","Married",32,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,8160,6,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","3 to 4",1995,"All Perils"
"9842","Sep",5,"Thursday","Toyota","Urban","Tuesday","Nov",2,"Male","Married",30,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,6133,12,400,4,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"9843","Apr",1,"Saturday","Accura","Urban","Tuesday","Apr",1,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,1298,9,400,4,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"9844","Aug",1,"Thursday","Pontiac","Urban","Thursday","Sep",1,"Male","Married",40,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,5498,8,400,4,"more than 30","more than 30","none","5 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9845","Dec",1,"Monday","Pontiac","Urban","Monday","Dec",2,"Male","Married",27,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,567,4,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9846","Feb",1,"Monday","Honda","Urban","Wednesday","Feb",3,"Female","Married",41,"Policy Holder","Sport - Collision","Sport","more than 69000",0,1732,16,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9847","Dec",2,"Tuesday","Mazda","Urban","Tuesday","Dec",2,"Female","Single",32,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,2972,6,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"9848","Dec",2,"Tuesday","Toyota","Urban","Friday","Dec",3,"Male","Married",43,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,2610,5,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"9849","Jan",2,"Monday","Mazda","Urban","Wednesday","Jan",2,"Male","Single",22,"Third Party","Sport - Collision","Sport","more than 69000",0,3649,16,400,1,"more than 30","more than 30","none","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"9850","Apr",4,"Saturday","Ford","Urban","Thursday","May",1,"Male","Single",38,"Third Party","Utility - All Perils","Utility","more than 69000",0,14346,15,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1996,"All Perils"
"9851","May",3,"Monday","Pontiac","Urban","Monday","May",4,"Male","Married",39,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",1,12232,15,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1996,"All Perils"
"9852","Jun",3,"Wednesday","Pontiac","Urban","Wednesday","Jun",3,"Male","Married",45,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,8438,16,400,1,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9853","May",4,"Friday","Pontiac","Urban","Wednesday","May",5,"Male","Single",27,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,12484,15,400,2,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"9854","May",2,"Tuesday","Honda","Urban","Tuesday","May",2,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,8320,7,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9855","Mar",3,"Wednesday","Chevrolet","Rural","Monday","Mar",3,"Male","Married",43,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,5552,7,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","1 year","1 vehicle",1994,"All Perils"
"9856","Mar",5,"Wednesday","Chevrolet","Urban","Thursday","Jun",1,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9168,2,400,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9857","Feb",4,"Wednesday","Chevrolet","Urban","Tuesday","Mar",2,"Female","Single",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,15360,14,400,2,"none","more than 30","2 to 4","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"9858","Jan",5,"Tuesday","Mazda","Urban","Friday","Feb",1,"Female","Single",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,3428,5,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"9859","Dec",4,"Thursday","Pontiac","Urban","Sunday","Jan",1,"Male","Married",44,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,14919,2,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"9860","Jan",4,"Friday","VW","Urban","Wednesday","Feb",1,"Male","Married",48,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,13671,8,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"Collision"
"9861","Nov",1,"Wednesday","Pontiac","Urban","Monday","Nov",2,"Male","Single",51,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1761,8,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"9862","Apr",1,"Wednesday","Toyota","Urban","Wednesday","Apr",1,"Female","Single",25,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,3509,5,400,3,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9863","Aug",2,"Thursday","Toyota","Urban","Monday","Aug",5,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,12926,4,400,4,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1996,"Collision"
"9864","Feb",5,"Monday","Toyota","Urban","Wednesday","Mar",3,"Female","Married",35,"Third Party","Sedan - Collision","Sedan","less than 20000",0,6373,15,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"Collision"
"9865","Jul",1,"Wednesday","Toyota","Urban","Wednesday","Jul",1,"Male","Married",56,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,680,11,400,1,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9866","Nov",2,"Monday","Mercury","Urban","Wednesday","Jan",3,"Female","Married",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,12017,16,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Collision"
"9867","Nov",4,"Tuesday","Chevrolet","Urban","Friday","Nov",4,"Female","Married",36,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,6654,14,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"Liability"
"9868","Jan",4,"Monday","Honda","Urban","Monday","Jan",4,"Male","Single",34,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,6222,8,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Liability"
"9869","Feb",4,"Tuesday","Honda","Urban","Thursday","Feb",4,"Male","Single",0,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,7430,5,400,2,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1995,"Liability"
"9870","Mar",3,"Friday","Mazda","Urban","Wednesday","Mar",5,"Male","Married",30,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9026,15,400,4,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"9871","Nov",1,"Thursday","Toyota","Urban","Wednesday","Nov",2,"Male","Married",49,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,9189,1,400,4,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"9872","Aug",4,"Wednesday","Accura","Urban","Tuesday","Nov",3,"Male","Married",51,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,10839,6,400,2,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"9873","Aug",5,"Wednesday","Toyota","Urban","Friday","Oct",4,"Female","Married",27,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,1714,12,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"9874","Aug",5,"Tuesday","Honda","Urban","Friday","Sep",1,"Male","Married",26,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,12148,14,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"9875","Sep",4,"Sunday","Mazda","Urban","Monday","Sep",4,"Male","Single",30,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,3174,15,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"9876","Apr",3,"Tuesday","Pontiac","Urban","Wednesday","Apr",3,"Male","Married",71,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,7566,8,400,1,"more than 30","more than 30","none","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1995,"All Perils"
"9877","Apr",1,"Monday","Chevrolet","Rural","Monday","Apr",1,"Female","Married",41,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,765,1,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"9878","Nov",3,"Monday","Pontiac","Urban","Monday","Nov",3,"Male","Married",54,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,12458,16,400,4,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1996,"Collision"
"9879","Oct",5,"Sunday","Mazda","Urban","Monday","Oct",5,"Male","Married",47,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,8011,14,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9880","Aug",4,"Friday","Honda","Urban","Monday","Aug",5,"Female","Single",24,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,1886,5,400,2,"more than 30","more than 30","more than 4","4 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9881","Sep",2,"Tuesday","Pontiac","Urban","Wednesday","Sep",2,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9213,5,400,2,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1995,"Collision"
"9882","Feb",3,"Sunday","Toyota","Urban","Wednesday","Mar",1,"Male","Married",30,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,1427,9,700,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9883","Jan",1,"Thursday","Mazda","Urban","Tuesday","Jan",2,"Female","Married",33,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,10384,16,400,3,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Liability"
"9884","Jun",4,"Friday","Pontiac","Urban","Monday","Jun",4,"Male","Married",52,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,4149,7,400,4,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
